2003,Quantity,3 kg,AA20031990,160,168,50,0
2003,Quantity,1 kg,AA20032090,50,56,41,0
2003,Quantity,0.5 kg,AA20032192,26,28,47,0
2004,Quantity,2 kg,AA20041991,102,96,50,0
2004,Quantity,0.5 kg,AA20042091,24,24,30,1
2004,Quantity,0.25 kg,AA20042193,10.8,12,49,0
2008,Quantity,3 kg,AA20081994,100,114,50,0
2008,Quantity,1 kg,AA20082094,36,38,47,0
2008,Quantity,0.5 kg,AA20082196,17,19,43,1
2009,Quantity,2 kg,AA20091995,90,96,50,0
2009,Quantity,0.5 kg,AA20092095,22.5,24,40,1
2009,Quantity,0.25 kg,AA20092197,11.25,12,35,0
2011,Quantity,3 kg,AA20111997,110,156,50,0
2011,Quantity,0.5 kg,AA20112097,18,26,47,1
2011,Quantity,0.25 kg,AA20112199,8,13,45,0
2012,Quantity,5 kg,AA20121998,180,190,50,0
2012,Quantity,0.5 kg,AA20122098,18,19,39,1
2012,Quantity,0.25 kg,AA20122200,9,9.5,50,0
2023,Quantity,3 kg,AA20232010,280.8,420,50,0
2023,Quantity,0.5 kg,AA20232110,46.8,70,47,0
2023,Quantity,0.25 kg,AA20232212,23.4,35,47,1
2048,Quantity,3 kg,AA20482035,500,330,50,0
2048,Quantity,1 kg,AA20482135,160,110,49,0
2048,Quantity,0.5 kg,AA20482237,80,55,50,1
2052,Quantity,2 kg,AA20522038,177,198,50,0
2052,Quantity,1 kg,AA20522139,88.2,99,50,0
2052,Quantity,0.50 kg,AA20522241,0,49.5,50,1
2056,Quantity,3 kg,AA20562042,0,420,50,0
2056,Quantity,1 kg,AA20562143,0,140,50,0
2056,Quantity,0.5 kg,AA20562245,0,70,50,1
2124,Quantity,3 kg,AA21242086,890,910,50,0
2124,Quantity,1 kg,AA21242188,280,310,50,0
2124,Quantity,0.5 kg,AA21242290,133.2,155,50,1
2077,Quantity,1 kg,AA20772063,216,300,50,0
2077,Quantity,500 gm,AA20772164,108,150,50,0
2077,Quantity,250 gm,AA20772266,54,75,50,1
