2001,Quantity,5 kg,AA20011988,100,170,50,0
2001,Quantity,1 kg,AA20012088,20,34,49,1
2001,Quantity,0.5 kg,AA20012190,9,17,48,0
2002,Quantity,5 kg,AA20021989,108,110,50,0
2002,Quantity,1 kg,AA20022089,21.6,22,40,1
2002,Quantity,0.5 kg,AA20022191,10.8,11,49,0
2003,Quantity,3 kg,AA20031990,160,204,50,0
2003,Quantity,1 kg,AA20032090,50,68,43,0
2003,Quantity,0.5 kg,AA20032192,26,34,47,0
2004,Quantity,2 kg,AA20041991,102,120,50,0
2004,Quantity,0.5 kg,AA20042091,24,30,45,1
2004,Quantity,0.25 kg,AA20042193,10.8,15,50,0
2005,Quantity,3 kg,AA20051992,112,120,50,0
2005,Quantity,1 kg,AA20052092,35,40,48,0
2005,Quantity,0.5 kg,AA20052194,18,20,46,0
2007,Quantity,5 kg,AA20071996,126,165,47,0
2007,Quantity,1 kg,AA20072096,25.2,33,22,1
2007,Quantity,0.5 kg,AA20072198,12.6,16.5,47,0
2008,Quantity,3 kg,AA20081994,100,120,50,0
2008,Quantity,1 kg,AA20082094,36,40,48,0
2008,Quantity,0.5 kg,AA20082196,17,20,45,1
2011,Quantity,3 kg,AA20111997,110,156,50,0
2011,Quantity,0.5 kg,AA20112097,18,26,50,1
2011,Quantity,0.25 kg,AA20112199,8,13,50,0
2014,Quantity,1 kg,AA20142000,72,80,50,0
2014,Quantity,200 gm,AA20142100,14.4,16,49,0
2014,Quantity,100 gm,AA20142202,7.2,8,39,1
2019,Quantity,3 kg,AA20192006,324,360,0,0
2019,Quantity,500 gm,AA20192106,54,60,0,0
2019,Quantity,250 gm,AA20192208,27,30,0,1
2021,Quantity,3 kg,AA20212008,205.2,216,50,0
2021,Quantity,0.5 kg,AA20212108,34.2,36,47,0
2021,Quantity,0.25 kg,AA20212210,17.1,18,48,1
2023,Quantity,3 kg,AA20232010,280.8,456,50,0
2023,Quantity,0.5 kg,AA20232110,46.8,76,47,0
2023,Quantity,0.25 kg,AA20232212,23.4,38,47,1
2026,Quantity,5 kg,AA20262013,324,340,0,0
2026,Quantity,1 kg,AA20262113,64.8,78,0,0
2026,Quantity,0.5 kg,AA20262215,32.4,34,0,1
2034,Numbers,5 pc,AA20342021,27,30,50,0
2034,Numbers,2 pc,AA20342121,10.8,12,50,0
2034,Numbers,1 pc,AA20342223,5.4,6,50,1
2035,Quantity,5 kg,AA20352022,945,900,50,0
2035,Quantity,1 kg,AA20352122,185,180,48,0
2035,Quantity,500 gm,AA20352224,90,90,46,1
2037,Quantity,5 kg,AA20372024,550,700,50,0
2037,Quantity,1 kg,AA20372124,115,140,50,0
2037,Quantity,0.5 kg,AA20372226,55,70,48,1
2043,Numbers,5 pc,AA20432030,207,260,50,0
2043,Numbers,2 pc,AA20432130,82.8,104,50,0
2043,Numbers,1 pc,AA20432232,41.4,52,49,1
2044,Numbers,5 pc,AA20442031,320,300,50,0
2044,Numbers,2 pc,AA20442131,125,120,50,0
2044,Numbers,1 pc,AA20442233,0,60,50,1
2045,Numbers,5 pc,AA20452032,171,220,50,0
2045,Numbers,2 pc,AA20452132,68.4,88,50,0
2045,Numbers,1 pc,AA20452234,34.2,44,48,1
2048,Quantity,3 kg,AA20482035,500,480,50,0
2048,Quantity,1 kg,AA20482135,160,160,50,0
2048,Quantity,0.5 kg,AA20482237,80,80,50,1
2052,Quantity,2 kg,AA20522038,177,220,50,0
2052,Quantity,1 kg,AA20522139,88.2,110,50,0
2052,Quantity,0.50 kg,AA20522241,0,55,50,1
2052,Numbers,2 pc,AA20522683,35,55,50,0
2056,Quantity,3 kg,AA20562042,0,570,0,0
2056,Quantity,1 kg,AA20562143,0,190,0,0
2056,Quantity,0.5 kg,AA20562245,0,95,0,1
2058,Quantity,3 kg,AA20582044,140.4,144,50,0
2058,Quantity,0.5 kg,AA20582145,23.4,24,50,0
2058,Quantity,0.25 kg,AA20582247,11.7,12,50,1
2060,Numbers,5 pc,AA20602046,216,220,50,0
2060,Numbers,2 pc,AA20602147,86.4,88,49,0
2060,Numbers,1 pc,AA20602249,43.2,44,49,1
2062,Numbers,2 dozen,AA20622148,124.2,130,50,0
2062,Numbers,1 dozen,AA20622250,0,65,47,1
2064,Quantity,3 kg,AA20642050,0,600,50,0
2064,Quantity,0.5 kg,AA20642151,0,100,50,0
2064,Quantity,0.25 kg,AA20642253,0,50,48,1
2071,Numbers,5 bunch,AA20712057,0,75,50,0
2071,Numbers,2 bunch,AA20712158,0,30,50,0
2071,Numbers,1 bunch,AA20712260,0,15,49,1
2077,Quantity,1 kg,AA20772063,216,260,50,0
2077,Quantity,500 gm,AA20772164,108,130,50,0
2077,Quantity,250 gm,AA20772266,54,65,50,1
2097,Quantity,5 kg,AA20972083,540,550,50,0
2097,Quantity,1 kg,AA20972185,108,110,50,0
2097,Quantity,500 gm,AA20972287,54,55,50,1
2124,Quantity,3 kg,AA21242086,890,980,0,0
2124,Quantity,1 kg,AA21242188,280,340,0,0
2124,Quantity,0.5 kg,AA21242290,133.2,170,0,1
2125,Quantity,3 kg,AA21252087,264.6,450,0,0
2125,Quantity,1 kg,AA21252189,88.2,150,0,0
2125,Quantity,0.5 kg,AA21252291,44.1,75,0,1
