2001,Quantity,5 kg,AA20011988,100,150,50,0
2001,Quantity,1 kg,AA20012088,20,30,43,1
2001,Quantity,0.5 kg,AA20012190,9,15,48,0
2004,Quantity,2 kg,AA20041991,102,128,50,0
2004,Quantity,0.5 kg,AA20042091,24,32,40,1
2004,Quantity,0.25 kg,AA20042193,10.8,16,50,0
2009,Quantity,2 kg,AA20091995,90,120,50,0
2009,Quantity,0.5 kg,AA20092095,22.5,30,46,1
2009,Quantity,0.25 kg,AA20092197,11.25,15,40,0
2015,Quantity,1 kg,AA20152001,81,105,50,0
2015,Quantity,200 gm,AA20152101,16.2,21,50,0
2015,Quantity,100 gm,AA20152203,8.1,10.5,41,1
2016,Quantity,1 kg,AA20162002,90,130,50,0
2016,Quantity,200 gm,AA20162102,18,26,49,0
2016,Quantity,100 gm,AA20162204,9,13,42,1
2019,Quantity,3 kg,AA20192006,324,348,0,0
2019,Quantity,500 gm,AA20192106,54,58,0,0
2019,Quantity,250 gm,AA20192208,27,29,0,1
2022,Quantity,3 kg,AA20222009,194.4,228,50,0
2022,Quantity,0.5 kg,AA20222109,32.4,38,50,0
2022,Quantity,0.25 kg,AA20222211,16.2,19,49,1
2026,Quantity,5 kg,AA20262013,324,380,50,0
2026,Quantity,1 kg,AA20262113,64.8,76,50,0
2026,Quantity,0.5 kg,AA20262215,32.4,38,50,1
2035,Quantity,5 kg,AA20352022,945,940,50,0
2035,Quantity,1 kg,AA20352122,185,188,48,0
2035,Quantity,500 gm,AA20352224,90,94,46,1
2037,Quantity,5 kg,AA20372024,550,720,50,0
2037,Quantity,1 kg,AA20372124,115,144,50,0
2037,Quantity,0.5 kg,AA20372226,55,72,47,1
2041,Quantity,5 kg,AA20412028,375,360,50,0
2041,Quantity,1 kg,AA20412128,72,72,50,0
2041,Quantity,0.5 kg,AA20412230,35,36,49,1
2043,Numbers,5 pc,AA20432030,207,270,50,0
2043,Numbers,2 pc,AA20432130,82.8,108,50,0
2043,Numbers,1 pc,AA20432232,41.4,54,49,1
2044,Numbers,5 pc,AA20442031,320,295,50,0
2044,Numbers,2 pc,AA20442131,125,118,50,0
2044,Numbers,1 pc,AA20442233,0,59,50,1
2050,Numbers,18 pc,AA20502037,726.3,900,50,0
2050,Numbers,12 pc,AA20502137,484.2,600,50,0
2050,Numbers,6 pc,AA20502239,242.1,300,50,1
2051,Numbers,12 pc,AA20512138,585,700,49,0
2051,Numbers,6 pc,AA20512240,292.5,350,49,1
2052,Quantity,2 kg,AA20522038,177,220,0,0
2052,Quantity,1 kg,AA20522139,88.2,110,0,0
2052,Quantity,0.50 kg,AA20522241,0,55,0,1
2052,Numbers,2 pc,AA20522683,35,55,0,0
2056,Quantity,3 kg,AA20562042,0,570,50,0
2056,Quantity,1 kg,AA20562143,0,190,50,0
2056,Quantity,0.5 kg,AA20562245,0,95,50,1
2058,Quantity,3 kg,AA20582044,140.4,156,50,0
2058,Quantity,0.5 kg,AA20582145,23.4,26,50,0
2058,Quantity,0.25 kg,AA20582247,11.7,13,50,1
2065,Numbers,5 bunch,AA20652051,63,100,50,0
2065,Numbers,2 bunch,AA20652152,26,40,49,0
2065,Numbers,1 bunch,AA20652254,11,20,35,1
2077,Quantity,1 kg,AA20772063,216,272,50,0
2077,Quantity,500 gm,AA20772164,108,136,50,0
2077,Quantity,250 gm,AA20772266,54,68,50,1
2124,Quantity,3 kg,AA21242086,890,954,50,0
2124,Quantity,1 kg,AA21242188,280,318,50,0
2124,Quantity,0.5 kg,AA21242290,133.2,159,50,1
2125,Quantity,3 kg,AA21252087,264.6,420,50,0
2125,Quantity,1 kg,AA21252189,88.2,140,50,0
2125,Quantity,0.5 kg,AA21252291,44.1,70,50,1
