2001,Quantity,5 kg,AA20011988,100,150,50,0
2001,Quantity,1 kg,AA20012088,20,30,35,1
2001,Quantity,0.5 kg,AA20012190,9,15,46,0
2002,Quantity,5 kg,AA20021989,108,100,47,0
2002,Quantity,1 kg,AA20022089,21.6,20,27,1
2002,Quantity,0.5 kg,AA20022191,10.8,10,49,0
2003,Quantity,3 kg,AA20031990,160,174,50,0
2003,Quantity,1 kg,AA20032090,50,58,41,0
2003,Quantity,0.5 kg,AA20032192,26,29,47,0
2005,Quantity,3 kg,AA20051992,112,108,50,0
2005,Quantity,1 kg,AA20052092,35,36,45,0
2005,Quantity,0.5 kg,AA20052194,18,18,44,0
2007,Quantity,5 kg,AA20071996,126,210,46,0
2007,Quantity,1 kg,AA20072096,30,42,1,1
2007,Quantity,0.5 kg,AA20072198,12.6,21,47,0
2009,Quantity,2 kg,AA20091995,90,104,50,0
2009,Quantity,0.5 kg,AA20092095,22.5,26,43,1
2009,Quantity,0.25 kg,AA20092197,11.25,13,35,0
2010,Quantity,5 kg,AA20102004,245,250,50,0
2010,Quantity,0.5 kg,AA20102104,22,25,34,0
2010,Quantity,0.25 kg,AA20102206,11.25,12.5,47,1
2011,Quantity,3 kg,AA20111997,110,168,50,0
2011,Quantity,0.5 kg,AA20112097,18,28,47,1
2011,Quantity,0.25 kg,AA20112199,8,14,46,0
2016,Quantity,1 kg,AA20162002,90,230,50,0
2016,Quantity,200 gm,AA20162102,18,46,49,0
2016,Quantity,100 gm,AA20162204,9,23,39,1
2019,Quantity,3 kg,AA20192006,324,180,50,0
2019,Quantity,500 gm,AA20192106,54,30,50,0
2019,Quantity,250 gm,AA20192208,27,15,48,1
2020,Quantity,1 kg,AA20202007,60,100,50,0
2020,Quantity,500 gm,AA20202107,30,50,50,0
2020,Quantity,250 gm,AA20202209,16,25,49,1
2022,Quantity,3 kg,AA20222009,194.4,192,50,0
2022,Quantity,0.5 kg,AA20222109,32.4,32,50,0
2022,Quantity,0.25 kg,AA20222211,16.2,16,48,1
2027,Quantity,5 kg,AA20272014,261,290,50,0
2027,Quantity,1 kg,AA20272114,52.2,58,47,0
2027,Quantity,0.5 kg,AA20272216,26.1,29,44,1
2034,Numbers,5 pc,AA20342021,27,32.5,50,0
2034,Numbers,2 pc,AA20342121,10.8,13,50,0
2034,Numbers,1 pc,AA20342223,5.4,6.5,50,1
2035,Quantity,5 kg,AA20352022,945,900,50,0
2035,Quantity,1 kg,AA20352122,185,180,47,0
2035,Quantity,500 gm,AA20352224,90,90,45,1
2037,Quantity,5 kg,AA20372024,550,720,0,0
2037,Quantity,1 kg,AA20372124,115,144,0,0
2037,Quantity,0.5 kg,AA20372226,55,72,0,1
2043,Numbers,5 pc,AA20432030,207,350,0,0
2043,Numbers,2 pc,AA20432130,82.8,140,0,0
2043,Numbers,1 pc,AA20432232,41.4,70,0,1
2048,Quantity,3 kg,AA20482035,500,432,50,0
2048,Quantity,1 kg,AA20482135,160,144,49,0
2048,Quantity,0.5 kg,AA20482237,80,72,50,1
2056,Quantity,3 kg,AA20562042,0,468,50,0
2056,Quantity,1 kg,AA20562143,0,156,50,0
2056,Quantity,0.5 kg,AA20562245,0,78,50,1
2057,Quantity,3 kg,AA20572043,183.6,240,0,0
2057,Quantity,1 kg,AA20572144,61.2,80,0,0
2057,Quantity,0.5 kg,AA20572246,30.6,40,0,1
2058,Quantity,3 kg,AA20582044,140.4,156,0,0
2058,Quantity,0.5 kg,AA20582145,23.4,26,0,0
2058,Quantity,0.25 kg,AA20582247,11.7,13,0,1
2059,Numbers,5 pc,AA20592045,144,160,49,0
2059,Numbers,2 pc,AA20592146,57.6,64,49,0
2059,Numbers,1 pc,AA20592248,28.8,32,45,1
2065,Numbers,5 bunch,AA20652051,63,100,50,0
2065,Numbers,2 bunch,AA20652152,26,20,49,0
2065,Numbers,1 bunch,AA20652254,11,10,32,1
2068,Numbers,5 bunch,AA20682054,63,65,50,0
2068,Numbers,2 bunch,AA20682155,25.2,26,48,0
2068,Numbers,1 bunch,AA20682257,12.6,13,38,1
2070,Numbers,5 bunch,AA20702056,105,80,50,0
2070,Numbers,2 bunch,AA20702157,40,32,50,0
2070,Numbers,1 bunch,AA20702259,16.2,16,48,1
2072,Numbers,5 bunch,AA20722058,72,80,50,0
2072,Numbers,2 bunch,AA20722159,28.8,32,50,0
2072,Numbers,1 bunch,AA20722261,14.4,16,44,1
2073,Numbers,5 bunch,AA20732059,63,65,50,0
2073,Numbers,2 bunch,AA20732160,25.2,26,50,0
2073,Numbers,1 bunch,AA20732262,12.6,13,50,1
2075,Numbers,5 bunch,AA20752061,81,90,50,0
2075,Numbers,2 bunch,AA20752162,32.4,36,50,0
2075,Numbers,1 bunch,AA20752264,16.2,18,50,1
2077,Quantity,1 kg,AA20772063,216,300,50,0
2077,Quantity,500 gm,AA20772164,108,150,50,0
2077,Quantity,250 gm,AA20772266,54,75,50,1
2080,Quantity,2 kg,AA20802066,0,200,50,0
2080,Quantity,400 gm,AA20802167,0,40,50,0
2080,Quantity,200 gm,AA20802269,0,20,48,1
2082,Quantity,2 kg,AA20822068,550,560,0,0
2082,Quantity,500 gm,AA20822169,145,140,0,0
2082,Quantity,250 gm,AA20822271,70,70,0,1
2085,Quantity,2 kg,AA20852071,230.4,320,50,0
2085,Quantity,500 gm,AA20852172,57.6,80,50,0
2085,Quantity,250 gm,AA20852274,34.2,40,50,1
2125,Quantity,3 kg,AA21252087,264.6,360,50,0
2125,Quantity,1 kg,AA21252189,88.2,120,49,0
2125,Quantity,0.5 kg,AA21252291,44.1,60,50,1
