2003,Quantity,3 kg,AA20031990,160,180,50,0
2003,Quantity,1 kg,AA20032090,50,60,43,0
2003,Quantity,0.5 kg,AA20032192,26,30,47,0
2004,Quantity,2 kg,AA20041991,102,96,50,0
2004,Quantity,0.5 kg,AA20042091,24,24,38,1
2004,Quantity,0.25 kg,AA20042193,10.8,12,49,0
2015,Quantity,1 kg,AA20152001,81,100,50,0
2015,Quantity,200 gm,AA20152101,16.2,20,50,0
2015,Quantity,100 gm,AA20152203,8.1,10,40,1
2017,Quantity,3 kg,AA20172003,810,900,0,0
2017,Quantity,1 kg,AA20172103,270,300,0,0
2017,Quantity,0.5 kg,AA20172205,135,150,0,1
2018,Quantity,5 kg,AA20182005,295,625,50,0
2018,Quantity,1 kg,AA20182105,29,125,49,0
2018,Quantity,0.20 kg,AA20182207,13,25,47,1
2022,Quantity,3 kg,AA20222009,194.4,204,50,0
2022,Quantity,0.5 kg,AA20222109,32.4,34,50,0
2022,Quantity,0.25 kg,AA20222211,16.2,17,48,1
2026,Quantity,5 kg,AA20262013,324,360,50,0
2026,Quantity,1 kg,AA20262113,64.8,72,49,0
2026,Quantity,0.5 kg,AA20262215,32.4,36,50,1
2030,Quantity,5 kg,AA20302017,306,320,50,0
2030,Quantity,1 kg,AA20302117,61.2,64,50,0
2030,Quantity,0.5 kg,AA20302219,30.6,32,50,1
2032,Numbers,5 pc,AA20322019,22.5,25,50,1
2032,Numbers,2 pc,AA20322119,9,10,50,0
2032,Numbers,1 pc,AA20322221,4.5,5,50,0
2035,Quantity,5 kg,AA20352022,945,920,50,0
2035,Quantity,1 kg,AA20352122,185,184,48,0
2035,Quantity,500 gm,AA20352224,90,92,45,1
2043,Numbers,5 pc,AA20432030,207,350,50,0
2043,Numbers,2 pc,AA20432130,82.8,140,50,0
2043,Numbers,1 pc,AA20432232,41.4,70,49,1
2046,Quantity,5 kg,AA20462033,400,350,50,0
2046,Quantity,1 kg,AA20462133,0,70,49,0
2046,Quantity,0.5 kg,AA20462235,28.8,35,47,1
2048,Quantity,3 kg,AA20482035,500,480,50,0
2048,Quantity,1 kg,AA20482135,160,160,49,0
2048,Quantity,0.5 kg,AA20482237,80,80,50,1
2051,Numbers,12 pc,AA20512138,585,700,0,0
2051,Numbers,6 pc,AA20512240,292.5,350,0,1
2056,Quantity,3 kg,AA20562042,0,480,50,0
2056,Quantity,1 kg,AA20562143,0,160,50,0
2056,Quantity,0.5 kg,AA20562245,0,80,50,1
2057,Quantity,3 kg,AA20572043,183.6,228,0,0
2057,Quantity,1 kg,AA20572144,61.2,76,0,0
2057,Quantity,0.5 kg,AA20572246,30.6,38,0,1
2059,Numbers,5 pc,AA20592045,144,170,49,0
2059,Numbers,2 pc,AA20592146,57.6,68,49,0
2059,Numbers,1 pc,AA20592248,28.8,34,45,1
2060,Numbers,5 pc,AA20602046,216,220,0,0
2060,Numbers,2 pc,AA20602147,86.4,88,0,0
2060,Numbers,1 pc,AA20602249,43.2,44,0,1
2062,Numbers,2 dozen,AA20622148,124.2,136,50,0
2062,Numbers,1 dozen,AA20622250,0,68,47,1
2065,Numbers,5 bunch,AA20652051,63,60,50,0
2065,Numbers,2 bunch,AA20652152,26,24,49,0
2065,Numbers,1 bunch,AA20652254,11,12,34,1
2069,Numbers,5 bunch,AA20692055,67.5,70,50,0
2069,Numbers,2 bunch,AA20692156,27,28,49,0
2069,Numbers,1 bunch,AA20692258,13.5,14,36,1
2078,Numbers,5 pc,AA20782064,103.5,130,50,0
2078,Numbers,2 pc,AA20782165,41.4,52,50,0
2078,Numbers,1 pc,AA20782267,20.7,26,47,1
2079,Numbers,5 pc,AA20792065,108,125,50,0
2079,Numbers,2 pc,AA20792166,43.2,50,50,0
2079,Numbers,1 pc,AA20792268,21.6,25,49,1
2084,Numbers,5 pc,AA20842070,144,200,50,0
2084,Numbers,2 pc,AA20842171,57.6,80,50,0
2084,Numbers,1 pc,AA20842273,28.8,40,49,1
2085,Quantity,2 kg,AA20852071,230.4,312,50,0
2085,Quantity,500 gm,AA20852172,57.6,78,50,0
2085,Quantity,250 gm,AA20852274,34.2,39,50,1
2099,Quantity,2 kg,AA20992072,0,312,50,0
2099,Quantity,500 gm,AA20992173,0,78,50,0
2099,Quantity,250 gm,AA20992275,0,39,50,1
2124,Quantity,3 kg,AA21242086,890,990,50,0
2124,Quantity,1 kg,AA21242188,280,330,50,0
2124,Quantity,0.5 kg,AA21242290,133.2,165,50,1
2125,Quantity,3 kg,AA21252087,264.6,420,50,0
2125,Quantity,1 kg,AA21252189,88.2,140,49,0
2125,Quantity,0.5 kg,AA21252291,44.1,70,50,1
