id_product;active;product_name;manufacturer;attribute_name;wholesale_price;price;quantity;
"475";"1";"Livon Moroccon Silk Serum";"Livon";"59 ml";"233.100000";"259.000000";"50";
"475";"1";"Livon Moroccon Silk Serum";"Livon";"30 ml";"134.100000";"149.000000";"50";
"476";"1";"Dabur Jasmine Hair Oil";"Dabur";"100 ml";"50.000000";"53.000000";"45";
"476";"1";"Dabur Jasmine Hair Oil";"Dabur";"50 ml";"21.600000";"24.000000";"50";
"477";"1";"Bajaj Almond Drop - Non sticky Hair Oil";"Bajaj";"300 ml";"127.800000";"142.000000";"50";
"477";"1";"Bajaj Almond Drop - Non sticky Hair Oil";"Bajaj";"200 ml";"91.800000";"102.000000";"50";
"477";"1";"Bajaj Almond Drop - Non sticky Hair Oil";"Bajaj";"100 ml";"49.500000";"55.000000";"50";
"477";"1";"Bajaj Almond Drop - Non sticky Hair Oil";"Bajaj";"500 ml";"190.800000";"212.000000";"50";
"478";"1";"Keo Karpin Non Sticky Hair Oil";"Keo Karpin";"500 ml";"157.500000";"175.000000";"50";
"478";"1";"Keo Karpin Non Sticky Hair Oil";"Keo Karpin";"200 ml";"76.500000";"85.000000";"50";
"478";"1";"Keo Karpin Non Sticky Hair Oil";"Keo Karpin";"100 ml";"39.600000";"44.000000";"50";
"479";"1";"Parachute Advansed - Tender Coconut Hair Oil";"Parachute";"200 ml";"81.000000";"90.000000";"1";
"479";"1";"Parachute Advansed - Tender Coconut Hair Oil";"Parachute";"300 ml";"117.000000";"130.000000";"0";
"480";"1";"Garnier Gentle Soothing Face Wash";"Garnier";"100 gm";"76.500000";"85.000000";"50";
"481";"1";"Himalaya Purifying Neem Face Wash";"Himalaya";"150 ml";"117.000000";"130.000000";"50";
"481";"1";"Himalaya Purifying Neem Face Wash";"Himalaya";"100 ml";"90.000000";"100.000000";"50";
"482";"1";"Himalaya Almond & Cucumber - Peel Off-Mask";"Himalaya";"50 gm";"54.000000";"60.000000";"50";
"482";"1";"Himalaya Almond & Cucumber - Peel Off-Mask";"Himalaya";"100 gm";"99.000000";"110.000000";"50";
"483";"1";"Garnier Gentle - Pure Exfoliating Face Wash";"Garnier";"50 ml";"63.000000";"70.000000";"50";
"483";"1";"Garnier Gentle - Pure Exfoliating Face Wash";"Garnier";"100 ml";"121.500000";"135.000000";"50";
"484";"1";"Himalaya Clear Complexion - Whitening Face Scrub";"Himalaya";"100 gm";"112.500000";"125.000000";"50";
"484";"1";"Himalaya Clear Complexion - Whitening Face Scrub";"Himalaya";"50 gm";"63.000000";"70.000000";"50";
"485";"0";"Himalaya Clear Complexion - Whitening Face Wash";"Himalaya";"";"";"";"";
"486";"1";"Himalaya Gentle Hydrating Face Wash";"Himalaya";"50 ml";"49.500000";"55.000000";"50";
"487";"1";"Garnier Men Intense Fresh - Energising Gel Face Wash";"Garnier";"50 gm";"76.500000";"85.000000";"50";
"487";"1";"Garnier Men Intense Fresh - Energising Gel Face Wash";"Garnier";"100 gm";"130.500000";"145.000000";"50";
"488";"1";"Himalaya Gentle - Exfoliating Daily Face Wash";"Himalaya";"50 ml";"54.000000";"60.000000";"50";
"489";"1";"Garnier Men Oil Clear - Deep Cleansing Face Wash";"Garnier";"50 gm";"76.500000";"85.000000";"50";
"489";"1";"Garnier Men Oil Clear - Deep Cleansing Face Wash";"Garnier";"100 gm";"150.000000";"165.000000";"50";
"490";"1";"Garnier Men AcnoFight Face Wash";"Garnier";"100 gm";"153.000000";"170.000000";"50";
"490";"1";"Garnier Men AcnoFight Face Wash";"Garnier";"50 gm";"76.500000";"85.000000";"50";
"491";"1";"Garnier Pure Active - Neem Face Wash";"Garnier";"50 gm";"72.000000";"80.000000";"50";
"491";"1";"Garnier Pure Active - Neem Face Wash";"Garnier";"100 gm";"72.000000";"80.000000";"50";
"492";"1";"Pepsodent Germi Check - Magnets Toothpaste";"Pepsodent";"200 gm";"80.000000";"84.000000";"49";
"493";"1";"Pepsodent Germi Check Superior Powder Toothpaste";"Pepsodent";"200 gm";"67.500000";"75.000000";"50";
"493";"1";"Pepsodent Germi Check Superior Powder Toothpaste";"Pepsodent";"300 gm";"98.100000";"109.000000";"50";
"494";"1";"Pepsodent G - Gumcare Toothpaste";"Pepsodent";"140 gm";"73.800000";"82.000000";"50";
"495";"1";"Pepsodent Super Salt Toothpaste";"Pepsodent";"75 gm";"34.200000";"38.000000";"50";
"496";"1";"Lakme Clean-Up Fresh - Fairness Face Wash";"Lakme";"100 gm";"144.000000";"160.000000";"50";
"497";"1";"Lakme Clean-Up - Nourishing Glow Face Wash";"Lakme";"100 gm";"130.500000";"145.000000";"50";
"497";"1";"Lakme Clean-Up - Nourishing Glow Face Wash";"Lakme";"50 gm";"81.000000";"90.000000";"50";
"498";"1";"Lakme Perfect Radiance - Intense Whitening Face Wash";"Lakme";"100 gm";"148.500000";"165.000000";"50";
"498";"1";"Lakme Perfect Radiance - Intense Whitening Face Wash";"Lakme";"50 gm";"81.000000";"90.000000";"50";
"499";"1";"Lakme Clean-Up Clear - Pores Face Wash";"Lakme";"100 gm";"144.000000";"160.000000";"50";
"499";"1";"Lakme Clean-Up Clear - Pores Face Wash";"Lakme";"50 gm";"81.000000";"90.000000";"50";
"500";"1";"Pears Fresh Renewal Face Wash";"Pears";"60 gm";"63.000000";"70.000000";"50";
"501";"1";"Clean and Clear Morning Energy Face Wash- Purifying Apple";"Clean and Clear";"100 ml";"89.100000";"99.000000";"50";
"501";"1";"Clean and Clear Morning Energy Face Wash- Purifying Apple";"Clean and Clear";"50 ml";"49.500000";"55.000000";"50";
"502";"1";"Lotus Herbals Apriscrub Face Wash";"Lotus";"100 gm";"112.500000";"125.000000";"50";
"502";"1";"Lotus Herbals Apriscrub Face Wash";"Lotus";"60 gm";"67.500000";"75.000000";"50";
"503";"1";"Pepsodent Whitening Toothpaste";"Pepsodent";"40 gm";"16.200000";"18.000000";"50";
"503";"1";"Pepsodent Whitening Toothpaste";"Pepsodent";"80 gm";"40.500000";"45.000000";"49";
"503";"1";"Pepsodent Whitening Toothpaste";"Pepsodent";"150 gm";"75.600000";"84.000000";"50";
"504";"1";"Pepsodent Expert Protection Pro-Sensitive Relief And Repair Toothpaste";"Pepsodent";"80 gm";"89.100000";"99.000000";"50";
"505";"1";"Lotus Herbals Teatreewash Face Wash";"Lotus";"80 gm";"112.500000";"125.000000";"50";
"506";"1";"Olay Moisture Balance - Foaming Face Wash";"Olay";"100 gm";"121.500000";"135.000000";"50";
"507";"1";"Pepsodent Centrefresh Toothpaste";"Pepsodent";"150 gm";"67.500000";"75.000000";"50";
"508";"1";"Clean and Clear - Foaming Face Wash";"Clean and Clear";"50 ml";"49.500000";"55.000000";"50";
"508";"1";"Clean and Clear - Foaming Face Wash";"Clean and Clear";"100 ml";"108.000000";"120.000000";"50";
"509";"1";"Medimix Ayurvedic Face Wash";"Medimix";"50 ml";"54.000000";"60.000000";"49";
"510";"1";"Lakme Clean-Up Nourishing Glow Face Scrub";"Lakme";"50 gm";"103.500000";"115.000000";"50";
"511";"1";"Lakme Clean-Up Nourishing Glow Face Mask";"Lakme";"50 gm";"103.500000";"115.000000";"50";
"512";"1";"Lakme Clean-Up Fresh Fairness Face Scrub";"Lakme";"50 gm";"103.500000";"115.000000";"50";
"513";"1";"Lakme Clean-Up Fresh Fairness Face Mask";"Lakme";"50 gm";"108.000000";"120.000000";"50";
"514";"1";"Lakme Clean-Up Clear Pores Face Scrub";"Lakme";"50 gm";"103.500000";"115.000000";"50";
"515";"1";"Lakme Clean-Up Clear Pores Face Mask";"Lakme";"50 gm";"103.500000";"115.000000";"50";
"516";"1";"Pears Oil Clear Glow Face Wash";"Pears";"60 gm";"63.000000";"70.000000";"50";
"517";"1";"Pears Ultra Mild Oil Face Wash";"Pears";"60 gm";"63.000000";"70.000000";"50";
"518";"0";"Clean and Clear Night Relaxing Deep Cleaning Face Wash";"Clean and Clear";"";"";"";"";
"519";"1";"Clean and Clear Morning energy Face wash - Energizing Lemon";"Clean and Clear";"50 ml";"49.500000";"55.000000";"50";
"519";"1";"Clean and Clear Morning energy Face wash - Energizing Lemon";"Clean and Clear";"100 ml";"89.100000";"99.000000";"50";
"520";"1";"Pepsodent GermiCheck 2 in 1 Toothpaste";"Pepsodent";"80 gm";"40.500000";"45.000000";"50";
"520";"1";"Pepsodent GermiCheck 2 in 1 Toothpaste";"Pepsodent";"150 gm";"95.400000";"106.000000";"50";
"521";"1";"Lotus Herbals BerryScrub - Face Wash";"Lotus";"80 gm";"112.500000";"125.000000";"50";
"522";"1";"Pepsodent Expert Protection Whitening Toothpaste";"Pepsodent";"80 gm";"52.200000";"58.000000";"50";
"522";"1";"Pepsodent Expert Protection Whitening Toothpaste";"Pepsodent";"175 gm";"89.100000";"99.000000";"50";
"522";"1";"Pepsodent Expert Protection Whitening Toothpaste";"Pepsodent";"140 gm";"76.500000";"85.000000";"50";
"523";"1";"Pepsodent Expert Protection Sensitive Toothpaste";"Pepsodent";"80 gm";"72.000000";"80.000000";"50";
"523";"1";"Pepsodent Expert Protection Sensitive Toothpaste";"Pepsodent";"40 gm";"26.100000";"29.000000";"50";
"524";"1";"Pepsodent Expert Protection Complete Toothpaste";"Pepsodent";"80 gm";"54.000000";"60.000000";"50";
"524";"1";"Pepsodent Expert Protection Complete Toothpaste";"Pepsodent";"150 gm";"76.500000";"85.000000";"50";
"525";"0";"Olay White Radiance Purifying Foaming Cleanser";"Olay";"";"";"";"";
"526";"1";"Olay Total Effects Foaming Cleanser";"Olay";"100 gm";"220.500000";"245.000000";"50";
"526";"1";"Olay Total Effects Foaming Cleanser";"Olay";"50 gm";"117.000000";"130.000000";"50";
"527";"0";"Olay Regenerist Cream Cleanser";"Olay";"";"";"";"";
"528";"1";"Olay Natural White Healthy Fairness Foaming Cleanser";"Olay";"50ml";"269.100000";"299.000000";"50";
"529";"0";"Clean and Clear Show Off Healthy-Looking Skin Scrub";"Clean and Clear";"";"";"";"";
"530";"0";"Clean and Clear Deep Action Exfoliating Scrub";"Clean and Clear";"";"";"";"";
"531";"0";"Clean and Clear Continuous Control Acne Cleanser";"Clean and Clear";"";"";"";"";
"532";"1";"CLEAN & CLEAR clear fairness face wash";"Clean and Clear";"40 gm";"49.500000";"55.000000";"50";
"532";"1";"CLEAN & CLEAR clear fairness face wash";"Clean and Clear";"80 gm";"99.000000";"110.000000";"50";
"533";"1";"Clean and Clear Deep Action Oil Control Face Wash";"Clean and Clear";"40 gm";"45.000000";"50.000000";"50";
"533";"1";"Clean and Clear Deep Action Oil Control Face Wash";"Clean and Clear";"80 gm";"85.500000";"95.000000";"50";
"534";"1";"Clean & Clear Blackhead Clearing Daily Scrub";"Clean and Clear";"40 gm";"49.500000";"55.000000";"50";
"534";"1";"Clean & Clear Blackhead Clearing Daily Scrub";"Clean and Clear";"80 gm";"99.000000";"110.000000";"50";
"535";"1";"Clean & Clear  pimple clearing face wash";"Clean and Clear";"40 gm";"50.000000";"52.000000";"50";
"536";"1";"Bajaj Nomarks Face Wash for All Skin Types";"Nomarks";"50 gm";"49.500000";"55.000000";"50";
"537";"1";"Bajaj Nomarks Face Wash for Oily Skin";"Nomarks";"50 gm";"40.500000";"45.000000";"50";
"538";"1";"Bajaj Nomarks Face Wash for Dry Skin";"Nomarks";"50 gm";"49.500000";"55.000000";"50";
"539";"0";"Bajaj Nomarks Exfoliating Scrub with Walnut & Apricot";"Nomarks";"";"";"";"";
"540";"1";"Lotus Herbals Jojobawash Nourishing Face Wash";"Lotus";"80 gm";"99.000000";"110.000000";"50";
"541";"1";"Himalaya Fairness Kesar Face Wash";"Himalaya";"50 ml";"54.000000";"60.000000";"50";
"541";"1";"Himalaya Fairness Kesar Face Wash";"Himalaya";"100 ml";"99.000000";"110.000000";"50";
"542";"1";"Himalaya Gentle - Exfoliating Apricot Scrub";"Himalaya";"50 gm";"63.000000";"70.000000";"48";
"543";"1";"Himalaya Clarifying Mud Pack ";"Himalaya";"50 gm";"54.000000";"60.000000";"50";
"543";"1";"Himalaya Clarifying Mud Pack ";"Himalaya";"100 gm";"99.000000";"110.000000";"50";
"544";"1";"Himalaya Oil Clear - Mud Face Pack ";"Himalaya";"100 ml";"117.000000";"130.000000";"50";
"545";"1";"Himalaya Oil Control - Lemon Face Wash";"Himalaya";"50 ml";"49.500000";"55.000000";"50";
"546";"1";"Himalaya Purifying Neem - Foaming Face Wash";"Himalaya";"150 ml";"175.500000";"195.000000";"50";
"547";"1";"Himalaya Fairness Face Pack ";"Himalaya";"50 ml";"54.000000";"60.000000";"50";
"547";"1";"Himalaya Fairness Face Pack ";"Himalaya";"100 ml";"99.000000";"110.000000";"50";
"548";"1";"Himalaya Refreshing Fruit Pack ";"Himalaya";"50 gm";"63.000000";"70.000000";"50";
"548";"1";"Himalaya Refreshing Fruit Pack ";"Himalaya";"100 gm";"90.000000";"100.000000";"50";
"549";"1";"Himalaya Gentle - Exfoliating Walnut Scrub";"Himalaya";"50 gm";"58.500000";"65.000000";"50";
"549";"1";"Himalaya Gentle - Exfoliating Walnut Scrub";"Himalaya";"100 gm";"117.000000";"130.000000";"50";
"550";"1";"Bajaj Nomarks Neem Face Wash";"Nomarks";"50 gm";"40.500000";"45.000000";"50";
"551";"0";"Nature's Essence Clarifying Aroma Gel-Aromatic Face Wash";"";"";"";"";"";
"552";"1";"Clean and Clear Morning Energy Face Wash – Brightening Berry";"Clean and Clear";"100 ml";"89.100000";"99.000000";"50";
"553";"0";"Lotus Herbals WhiteGlow Scrub";"Lotus";"";"";"";"";
"554";"1";"Lotus Herbals BasilTone Toner";"Lotus";"245 ml";"220.500000";"245.000000";"50";
"555";"1";"Lotus Herbals TeaTreeClear Face Pack";"Lotus";"120 gm";"247.500000";"275.000000";"50";
"556";"1";"Lotus Herbals NeemWash - Face Wash";"Lotus";"120 gm";"157.500000";"175.000000";"50";
"557";"0";"Yardley Gold Lather Shaving Cream - With Aloe Vera";"Yardley";"";"";"";"";
"558";"1";"Vicco Turmeric Skin Cream - In Shaving Cream Base";"Vicco";"70 gm";"54.000000";"60.000000";"50";
"559";"1";"Godrej Sensitive shaving Cream - Rich Foam";"Godrej";"60 gm";"49.500000";"55.000000";"50";
"559";"1";"Godrej Sensitive shaving Cream - Rich Foam";"Godrej";"20 gm";"18.000000";"20.000000";"50";
"560";"1";"Godrej Shaving Cream - Menthol Mist";"Godrej";"20 gm";"18.000000";"20.000000";"50";
"560";"1";"Godrej Shaving Cream - Menthol Mist";"Godrej";"70 gm";"53.100000";"59.000000";"50";
"561";"1";"Godrej Shaving Cream - Lime Fresh";"Godrej";"70 gm";"53.100000";"59.000000";"50";
"561";"1";"Godrej Shaving Cream - Lime Fresh";"Godrej";"20 gm";"18.000000";"20.000000";"50";
"562";"1";"Wild Stone Shaving Cream - Hydra Energy";"Wild Stone";"70 gm";"51.300000";"57.000000";"50";
"562";"1";"Wild Stone Shaving Cream - Hydra Energy";"Wild Stone";"30 gm";"24.300000";"27.000000";"50";
"563";"1";"Wild Stone Shaving Cream - Ultra Sensual";"Wild Stone";"70 gm";"51.300000";"57.000000";"50";
"563";"1";"Wild Stone Shaving Cream - Ultra Sensual";"Wild Stone";"30 gm";"24.300000";"27.000000";"50";
"564";"1";"Axe Lather Shaving Cream - Denim";"Axe";"60 gm";"55.000000";"65.000000";"48";
"565";"1";"Yardley Elegance Shaving Cream";"Yardley";"70 gm";"54.000000";"60.000000";"50";
"566";"1";"Old Spice Lather Shaving Cream - Musk";"Old Spice";"30 gm";"27.000000";"30.000000";"50";
"566";"1";"Old Spice Lather Shaving Cream - Musk";"Old Spice";"70 gm";"54.000000";"60.000000";"50";
"567";"1";"Old Spice Lather Shaving Cream - Fresh Lime";"Old Spice";"30 gm";"27.000000";"30.000000";"50";
"567";"1";"Old Spice Lather Shaving Cream - Fresh Lime";"Old Spice";"70 gm";"54.000000";"60.000000";"50";
"568";"1";"Old Spice Lather Shaving Cream - Original";"Old Spice";"30 gm";"27.000000";"30.000000";"50";
"568";"1";"Old Spice Lather Shaving Cream - Original";"Old Spice";"70 gm";"54.000000";"60.000000";"50";
"569";"1";"Gillette Fusion HydraGel Sensitive Shave Gel";"Gillette";"75 gm";"116.100000";"129.000000";"50";
"569";"1";"Gillette Fusion HydraGel Sensitive Shave Gel";"Gillette";"195 gm";"296.100000";"329.000000";"50";
"570";"1";"Gillette Fusion HydraGel Pure and Sensitive Shave Gel";"Gillette";"195 gm";"269.100000";"299.000000";"50";
"571";"0";"Gillette Fusion HydraGel Ultra Protection Shave Gel";"Gillette";"";"";"";"";
"572";"0";"Gillette Series Conditioning Shave Gel";"Gillette";"";"";"";"";
"573";"1";"Gillette Series Extra-Comfort Shave Gel";"Gillette";"195 gm";"296.100000";"329.000000";"50";
"574";"1";"Gillette Series Sensitive Skin Shave Gel";"Gillette";"195 gm";"269.100000";"299.000000";"50";
"574";"1";"Gillette Series Sensitive Skin Shave Gel";"Gillette";"60 gm";"66.600000";"74.000000";"50";
"574";"1";"Gillette Series Sensitive Skin Shave Gel";"Gillette";"25 gm";"33.300000";"37.000000";"50";
"575";"0";"Gillette Series Shave Foam - Sensitive Skin";"Gillette";"";"";"";"";
"576";"0";"Gillette Series Conditioning Foam";"Gillette";"";"";"";"";
"577";"1";"Gillette Foamy Regular";"Gillette";"418 gm";"197.100000";"219.000000";"50";
"577";"1";"Gillette Foamy Regular";"Gillette";"200 gm";"135.000000";"150.000000";"50";
"578";"1";"Gillette Foam Sensitive Skin";"Gillette";"418 gm";"197.100000";"219.000000";"49";
"579";"1";"Gillette Foamy Lemon-Lime";"Gillette";"196 gm";"135.000000";"150.000000";"50";
"580";"1";"Nivea Men Extra Moisture Shaving Gel";"Nivea";"200 ml";"224.100000";"249.000000";"50";
"581";"1";"Nivea Men Extra Moisture Shaving Foam";"Nivea";"200 ml";"179.100000";"199.000000";"50";
"582";"1";"Nivea Men Sensitive Shaving Foam";"Nivea";"200 ml";"179.100000";"199.000000";"50";
"583";"1";"Nivea Men Sensitive Shaving Gel";"Nivea";"200 ml";"224.100000";"249.000000";"50";
"584";"1";"Yardley Gold Lather Shaving Cream - Original";"Yardley";"30 gm";"54.000000";"60.000000";"50";
"586";"1";"Gillette Series Shave Gel - Ultra Comfort";"Gillette";"60 gm";"60.300000";"67.000000";"50";
"587";"1";"Gillette Series Shave Gel - Sensitive Skin";"Gillette";"25 gm";"30.600000";"34.000000";"50";
"587";"1";"Gillette Series Shave Gel - Sensitive Skin";"Gillette";"60 gm";"66.600000";"74.000000";"50";
"588";"1";"Palmolive Shave Cream - Lemon Fresh";"Palmolive";"70 gm";"54.000000";"60.000000";"50";
"588";"1";"Palmolive Shave Cream - Lemon Fresh";"Palmolive";"30 gm";"29.700000";"33.000000";"50";
"589";"1";"Palmolive Shave Cream - Deluxe Lather";"Palmolive";"30 gm";"29.700000";"33.000000";"50";
"589";"1";"Palmolive Shave Cream - Deluxe Lather";"Palmolive";"70 gm";"54.000000";"60.000000";"50";
"590";"1";"Pantene Pro-V Long Black Shampoo";"Pantene";"80 ml";"62.100000";"69.000000";"50";
"590";"1";"Pantene Pro-V Long Black Shampoo";"Pantene";"340 ml";"183.600000";"204.000000";"50";
"590";"1";"Pantene Pro-V Long Black Shampoo";"Pantene";"180 ml";"139.500000";"155.000000";"50";
"591";"1";"Pantene Pro-V Nature - Fusion Fullness & Life Shampoo";"Pantene";"170 ml";"112.500000";"125.000000";"50";
"592";"1";"Pantene Pro-V Nature Fusion - Smoothness & Life Shampoo";"Pantene";"75 ml";"67.500000";"75.000000";"50";
"593";"1";"Pantene Pro-V Daily - Moisture Repair Shampoo";"Pantene";"180 ml";"136.800000";"152.000000";"50";
"594";"1";"Pantene Pro-V Hair Fall Control Shampoo";"Pantene";"180 ml";"139.500000";"155.000000";"50";
"594";"1";"Pantene Pro-V Hair Fall Control Shampoo";"Pantene";"80 ml";"62.100000";"69.000000";"50";
"595";"1";"Pantene Pro-V Total Damage Care Shampoo";"Pantene";"340 ml";"183.600000";"204.000000";"50";
"595";"1";"Pantene Pro-V Total Damage Care Shampoo";"Pantene";"180 ml";"139.500000";"155.000000";"50";
"595";"1";"Pantene Pro-V Total Damage Care Shampoo";"Pantene";"80 ml";"67.500000";"75.000000";"50";
"596";"1";"Pantene Pro-V Silky Smooth Care Shampoo";"Pantene";"80 ml";"67.500000";"75.000000";"50";
"596";"1";"Pantene Pro-V Silky Smooth Care Shampoo";"Pantene";"340 ml";"237.600000";"264.000000";"50";
"597";"1";"Horlicks Chocolate Delight Flavour - Jar Package";"Horlicks";"200 gm";"85.500000";"95.000000";"50";
"598";"1";"Horlicks Elaichi Flavour - Jar Package";"Horlicks";"500 gm";"190.800000";"212.000000";"50";
"599";"1";"Women's Horlicks Chocolate Flavour - Jar Package";"Horlicks";"400 gm";"229.500000";"255.000000";"50";
"600";"1";"Junior Horlicks Chocolate Flavour - Stage 1 Jar Package";"Horlicks";"500 gm";"225.000000";"250.000000";"50";
"601";"1";"Horlicks Kesar Badam Flavour - Jar Package";"Horlicks";"400 gm";"202.500000";"225.000000";"50";
"602";"1";"Horlicks Chocolate Flavour - Refill Pack";"Horlicks";"500 gm";"173.700000";"193.000000";"50";
"603";"1";"Horlicks Chocolate Flavour - Jar Package";"Horlicks";"500 gm";"183.600000";"204.000000";"50";
"604";"1";"Horlicks Original - Refill Pack";"Horlicks";"500 gm";"174.600000";"194.000000";"50";
"605";"1";"Horlicks Kesar Badam Flavour - Refill Pack";"Horlicks";"400 gm";"207.000000";"230.000000";"50";
"606";"1";"Junior Horlicks Original Stage 1 - Refill Pack";"Horlicks";"500 gm";"211.500000";"235.000000";"50";
"607";"1";"Junior Horlicks Chocolate Flavour Stage 2 - Refill Pack";"Horlicks";"500 gm";"220.500000";"245.000000";"50";
"608";"0";"Maggi Vegetable MultiGrainz Noodles";"Maggi";"";"";"";"";
"609";"1";"Maggi 2 minute Noodles";"Maggi";"900 gm";"108.000000";"120.000000";"0";
"609";"1";"Maggi 2 minute Noodles";"Maggi";"80 gm";"18.000000";"20.000000";"0";
"610";"1";"Ring Guard Cream - Anti Fungal";"Ring Guard";"20 gm";"36.000000";"40.000000";"50";
"610";"1";"Ring Guard Cream - Anti Fungal";"Ring Guard";"12 gm";"25.200000";"28.000000";"50";
"611";"1";"Himani Fast  Relief Cream";"Himani";"15 gm";"34.200000";"38.000000";"50";
"612";"1";"Itch Guard Cream";"Itch Guard";"25 gm";"47.700000";"53.000000";"50";
"612";"1";"Itch Guard Cream";"Itch Guard";"15 gm";"31.500000";"35.000000";"50";
"613";"1";"Iodex";"Iodex";"50 gm";"81.000000";"90.000000";"50";
"613";"1";"Iodex";"Iodex";"20 gm";"45.000000";"50.000000";"50";
"613";"1";"Iodex";"Iodex";"10 gm";"23.400000";"26.000000";"50";
"614";"1";"Amrutanjan Maha Strong Pain Balm";"Amrutanjan Healthcare";"9 ml";"23.400000";"26.000000";"50";
"615";"1";"Maggi Veg Atta Noodles";"Maggi";"80 gm";"18.000000";"25.000000";"0";
"615";"1";"Maggi Veg Atta Noodles";"Maggi";"320 gm";"90.000000";"95.000000";"0";
"616";"1";"Maggi Cuppa Mania-Masala Yo";"Maggi";"70 gm";"34.200000";"38.000000";"0";
"617";"1";"Maggi Cuppa Mania-Chilly Chow Yo";"Maggi";"70 gm";"40.500000";"45.000000";"0";
"618";"1";"Magic Cubes Vegetarian Masala";"Maggi";"40 gm";"28.800000";"32.000000";"50";
"619";"1";"Magic Cubes Chicken Masala";"Maggi";"40 gm";"27.000000";"30.000000";"50";
"620";"0";"Maggi Coconut Milk Powder";"Maggi";"100 gm";"77.000000";"85.000000";"50";
"621";"1";"Maggi Bhuna Masala for Gravy Dishes";"Maggi";"50 gm";"22.500000";"25.000000";"50";
"622";"0";"Maggi Bhuna Masala for Vegetable and Dal";"Maggi";"";"";"";"";
"623";"1";"Maggi Masala ae Magic";"Maggi";"54 gm (9 single sachets)";"31.500000";"35.000000";"50";
"624";"1";"Maggi Pazzta Masala Penne";"Maggi";"65 gm";"20.700000";"23.000000";"50";
"625";"1";"Maggi Pazzta Cheese Macaroni ";"Maggi";"70 gm";"20.700000";"23.000000";"50";
"626";"0";"Maggi Pazzta Tomato Twist";"Maggi";"";"";"";"";
"627";"1";"Maggi Pazzta  Mushroom";"Maggi";"64 gm";"20.700000";"23.000000";"50";
"628";"1";"Maggi Oats Noodles";"Maggi";"73 gm";"22.500000";"25.000000";"0";
"629";"1";"Maggi Hungroo Masala Noodles";"Maggi";"400 gm";"52.200000";"58.000000";"0";
"630";"0";"Maggi Extra Delicious Noodles";"Maggi";"";"";"";"";
"631";"1";"Maggi Rich Tomato Sauce";"Maggi";"200 gm";"36.000000";"40.000000";"50";
"632";"1";"Maggi Hot n Sweet Tomato Chilli Sauce";"Maggi";"500 gm";"79.200000";"88.000000";"50";
"633";"1";"Maggi Pichkoo";"Maggi";"90 gm";"14.400000";"16.000000";"47";
"634";"0";"Maggi Imli Pichkoo";"Maggi";"80 gm";"13.500000";"15.000000";"50";
"635";"1";"Amrutanjan Faster Relaxation - Headache Massage Balm";"Amrutanjan Healthcare";"30 ml";"63.000000";"70.000000";"50";
"635";"1";"Amrutanjan Faster Relaxation - Headache Massage Balm";"Amrutanjan Healthcare";"10 ml";"25.200000";"28.000000";"50";
"636";"1";"Amrutanjan Aromatic Balm Massage - For Headache";"Amrutanjan Healthcare";"55 ml";"94.500000";"105.000000";"50";
"636";"1";"Amrutanjan Aromatic Balm Massage - For Headache";"Amrutanjan Healthcare";"30 ml";"67.500000";"75.000000";"50";
"637";"1";"Moov Spray - Neck & Shoulder";"Moov";"35ml";"58.500000";"65.000000";"50";
"638";"1";"Vicks Vaporub - Pocket Pack";"Vicks";"10 ml";"22.500000";"25.000000";"50";
"638";"1";"Vicks Vaporub - Pocket Pack";"Vicks";"50 gm";"81.000000";"90.000000";"50";
"638";"1";"Vicks Vaporub - Pocket Pack";"Vicks";"25 gm";"52.200000";"58.000000";"50";
"638";"1";"Vicks Vaporub - Pocket Pack";"Vicks";"5 gm";"12.600000";"14.000000";"50";
"639";"1";"Amrutanjan Joint Muscle Spray";"Amrutanjan Healthcare";"40 ml";"49.500000";"55.000000";"50";
"640";"0";"Volini Spray";"Volini";"";"";"";"";
"641";"1";"Relispray 40 gm";"Relispray";"75 gm";"135.000000";"150.000000";"50";
"642";"0";"Volini Gel ";"Volini";"";"";"";"";
"643";"1";"Zandu Balm";"Himani";"30 gm";"63.000000";"70.000000";"50";
"643";"1";"Zandu Balm";"Himani";"10 gm";"24.300000";"27.000000";"50";
"644";"0";"Moov Ointment - Nilgiri Oil";"Moov";"";"";"";"";
"645";"0";"Moov Ointment (Wintergreen oil)";"Moov";"";"";"";"";
"646";"1";"Amrutanjan Back Pain Roll-on";"Amrutanjan Healthcare";"1 pc";"89.100000";"99.000000";"50";
"647";"1";"Amrutanjan Dragon Roll-on Liquid Balm";"Amrutanjan Healthcare";"10 ml";"22.500000";"25.000000";"50";
"648";"0";"Amrutanjan Body ache gel pad";"Amrutanjan Healthcare";"";"";"";"";
"649";"1";"Vicks Multipain Relief Gel";"Vicks";"30 gm";"76.500000";"85.000000";"50";
"649";"1";"Vicks Multipain Relief Gel";"Vicks";"10 gm";"31.500000";"35.000000";"50";
"650";"1";"Lifebuoy Hand Wash - Mild Care";"Lifebuoy";"215 ml";"60.300000";"67.000000";"50";
"650";"1";"Lifebuoy Hand Wash - Mild Care";"Lifebuoy";"185 ml";"36.000000";"40.000000";"50";
"651";"1";"Lifebuoy - Colour Changing Hand Wash ";"Lifebuoy";"200 ml";"72.000000";"80.000000";"50";
"651";"1";"Lifebuoy - Colour Changing Hand Wash ";"Lifebuoy";"185 ml";"54.000000";"60.000000";"50";
